sys.exec.out.time {s},time {s},altitude {m},latitude {r},longitude {r},seat_accel_x {m/s2},seat_accel_y {m/s2},seat_accel_z {m/s2}
9.5,9.51,1203.976823,0.4985157053,-1.406320234,-4.710942747,-1.439816136,-0.7723984717
9.6,9.61,1222.397095,0.4985159481,-1.406319824,-4.93535734,-0.5888660101,-1.302496139
9.7,9.71,1240.67306,0.4985161956,-1.406319415,-5.099976325,0.09617745313,-1.653524459
9.8,9.81,1258.805806,0.498516448,-1.406319006,-5.188213244,0.4031091713,-1.915204864
9.9,9.91,1276.795898,0.4985167054,-1.4063186,-5.255603524,0.8369049665,-2.128864538
10,10.01,1294.644086,0.4985169679,-1.406318197,-5.268159509,1.229140099,-2.188364809
10.1,10.11,1312.351167,0.4985172355,-1.406317798,-5.282792838,1.680769337,-2.213612842
10.2,10.21,1329.917896,0.4985175082,-1.406317403,-5.305574836,1.937628275,-2.336653862
10.3,10.31,1347.344896,0.4985177859,-1.406317012,-5.22897594,1.924626413,-2.337028089
10.4,10.41,1364.632754,0.4985180682,-1.406316627,-5.0695714,1.822223579,-2.199707511
10.5,10.51,1381.78222,0.4985183547,-1.406316247,-4.989990909,1.808229818,-2.18225776
10.6,10.61,1398.794258,0.4985186454,-1.406315871,-4.769348688,1.638562264,-1.919080664
10.7,10.71,1415.66993,0.4985189395,-1.4063155,-4.637939631,1.426190818,-1.857466567
10.8,10.81,1432.410047,0.4985192367,-1.406315133,-4.405920203,1.049696381,-1.613410865
10.9,10.91,1449.01563,0.4985195367,-1.406314769,-4.191820072,0.8955040963,-1.305277297
11,11.01,1465.48771,0.4985198391,-1.406314408,-3.977275524,0.3512942219,-1.194222682
11.1,11.11,1481.826774,0.4985201434,-1.406314049,-3.771029352,0.1049023969,-0.9744788121
11.2,11.21,1498.033696,0.4985204494,-1.406313691,-3.567404012,-0.02122633808,-0.7080741896
11.3,11.31,1514.109404,0.4985207565,-1.406313334,-3.384598208,-0.1500526823,-0.4456862274
11.4,11.41,1530.054761,0.4985210646,-1.406312979,-3.254363732,-0.2651593736,-0.246910527
11.5,11.51,1545.870449,0.4985213732,-1.406312624,-3.091609903,-0.4085795375,0.004403806579
11.6,11.61,1561.557116,0.4985216822,-1.40631227,-2.92526407,-0.4645851982,0.2723756987
11.7,11.71,1577.115572,0.4985219913,-1.406311915,-2.831777733,-0.3927243085,0.4046847514
11.8,11.81,1592.546437,0.4985223003,-1.406311561,-2.678991672,-0.6934666659,0.5547526759
11.9,11.91,1607.85,0.498522609,-1.406311207,-2.566377869,-0.7074934887,0.7121477803
12,12.01,1623.026879,0.4985229172,-1.406310853,-2.472350045,-0.6625480468,0.8138217354
12.1,12.11,1638.077832,0.4985232246,-1.406310498,-2.383533667,-0.5358796819,0.9708717127
12.2,12.21,1653.003709,0.4985235311,-1.406310143,-2.321023709,-0.4596142666,1.030142972
12.3,12.31,1667.805147,0.4985238364,-1.406309787,-2.228876371,-0.4901005276,1.127076223
12.4,12.41,1682.482608,0.4985241402,-1.406309432,-2.069242799,-0.4355790585,1.461698005
12.5,12.51,1697.036803,0.4985244424,-1.406309077,-2.0075918,-0.3702100678,1.502455475
12.6,12.61,1711.46836,0.4985247426,-1.406308721,-1.940692516,-0.2570353357,1.62723972
12.7,12.71,1725.778059,0.4985250407,-1.406308365,-1.882408555,0.01788929598,1.809001915
12.8,12.81,1739.966793,0.4985253364,-1.406308009,-1.836115243,0.1525309133,1.855206353
12.9,12.91,1754.035225,0.4985256293,-1.406307654,-1.757928316,0.2809455592,2.000207142
13,13.01,1767.984041,0.4985259192,-1.4063073,-1.710770395,0.5511068932,2.109911192
13.1,13.11,1781.81403,0.4985262058,-1.406306946,-1.629671092,0.7834552616,2.286957346
13.2,13.21,1795.52591,0.4985264892,-1.406306594,-1.604548133,0.9874687406,2.318222812
13.3,13.31,1809.120266,0.4985267694,-1.406306243,-1.563178594,0.9515930811,2.285359936
13.4,13.41,1822.597457,0.4985270462,-1.406305894,-1.54563472,1.072138135,2.263524996
13.5,13.51,1835.957887,0.4985273197,-1.406305546,-1.481822253,1.014301077,2.296830336
13.6,13.61,1849.20188,0.4985275899,-1.406305199,-1.456253686,1.148043671,2.317717841
13.7,13.71,1862.329792,0.4985278567,-1.406304854,-1.414929601,1.002410211,2.258348824
13.8,13.81,1875.341807,0.4985281203,-1.40630451,-1.355594368,0.9589300912,2.312951493
13.9,13.91,1888.238102,0.4985283806,-1.406304167,-1.334208044,0.9368470765,2.267608468
14,14.01,1901.018885,0.4985286378,-1.406303825,-1.270498413,0.8120961595,2.279879858
14.1,14.11,1913.684349,0.498528892,-1.406303484,-1.24224498,0.8028825034,2.264266352
14.2,14.21,1926.234769,0.4985291435,-1.406303144,-1.25250039,0.7725413932,2.143367617
14.3,14.31,1938.670389,0.4985293924,-1.406302804,-1.240416306,0.6515989246,2.036674731
14.4,14.41,1950.991322,0.4985296389,-1.406302465,-1.231673408,0.5217382117,1.920248393
14.5,14.51,1963.197724,0.4985298832,-1.406302126,-1.21907665,0.4418184266,1.842850333
14.6,14.61,1975.289824,0.4985301258,-1.406301788,-1.247826706,0.4665704472,1.69731396
14.7,14.71,1987.26792,0.4985303667,-1.40630145,-1.235237952,0.2966935458,1.579649076
14.8,14.81,1999.132041,0.498530606,-1.406301112,-1.23554052,0.1771841908,1.442816642
14.9,14.91,2010.882333,0.498530844,-1.406300774,-1.202018002,0.1299584993,1.421784259
15,15.01,2022.518956,0.4985310807,-1.406300437,-1.154060884,-0.04542843189,1.402372057
15.1,15.11,2034.04186,0.4985313162,-1.406300098,-1.155529387,-0.09845527331,1.290396482
15.2,15.21,2045.451183,0.4985315507,-1.40629976,-1.121730897,-0.1453861664,1.278219695
15.3,15.31,2056.747125,0.4985317842,-1.406299421,-1.091388471,-0.2369943065,1.22197605
15.4,15.41,2067.929776,0.4985320168,-1.406299082,-1.087897824,-0.2515691392,1.15613772
15.5,15.51,2078.999366,0.4985322485,-1.406298743,-1.113798137,-0.1936582907,1.02831095
15.6,15.61,2089.956312,0.4985324795,-1.406298403,-1.100357915,-0.1651430698,0.9978213097
15.7,15.71,2100.800971,0.4985327097,-1.406298063,-1.087425131,-0.1378662987,0.9738238996
15.8,15.81,2111.533596,0.4985329392,-1.406297723,-1.05750361,-0.1801523233,0.9421821828
15.9,15.91,2122.154342,0.4985331681,-1.406297382,-1.026343805,-0.2220244267,0.9137196627
16,16.01,2132.663531,0.4985333962,-1.406297041,-1.012770663,-0.1611671423,0.8901392722
16.1,16.11,2143.061571,0.4985336237,-1.4062967,-1.016047486,-0.1103624294,0.8308862516
16.2,16.21,2153.348875,0.4985338505,-1.406296359,-1.013060048,-0.06649464348,0.7897820972
16.3,16.31,2163.5258,0.4985340766,-1.406296018,-0.9910596878,-0.09183397939,0.769116614
16.4,16.41,2173.592621,0.4985343019,-1.406295677,-1.003209524,0.06788385002,0.7447358803
16.5,16.51,2183.549818,0.4985345265,-1.406295336,-0.9910499062,0.09625048965,0.7144958672
16.6,16.61,2193.397802,0.4985347504,-1.406294996,-0.967366821,0.1168008056,0.7058470412
16.7,16.71,2203.136919,0.4985349736,-1.406294656,-0.9658152423,0.1596937571,0.6502451745
16.8,16.81,2212.767509,0.498535196,-1.406294316,-0.961350503,0.2342695396,0.6114603202
16.9,16.91,2222.290006,0.4985354178,-1.406293977,-0.958275197,0.2706687306,0.5645550457
17,17.01,2231.704797,0.4985356388,-1.406293638,-0.948879595,0.3176427463,0.5446241
17.1,17.11,2241.012267,0.4985358592,-1.4062933,-0.97976448,0.4051084294,0.4448578374
17.2,17.21,2250.212824,0.4985360789,-1.406292963,-0.9751934445,0.3881344428,0.3866397759
17.3,17.31,2259.306736,0.498536298,-1.406292627,-0.9511638742,0.4198045706,0.3986043204
17.4,17.41,2268.29427,0.4985365164,-1.406292292,-0.9636455113,0.4604208591,0.3317568776
17.5,17.51,2277.175779,0.4985367342,-1.406291958,-0.9632384956,0.491181574,0.2880703696
17.6,17.61,2285.951536,0.4985369513,-1.406291625,-0.9393198857,0.4711938103,0.2874878903
17.7,17.71,2294.621758,0.4985371676,-1.406291294,-0.9152356218,0.5086272045,0.3051465758
17.8,17.81,2303.186742,0.4985373832,-1.406290963,-0.9178002825,0.5714813191,0.2714911726
17.9,17.91,2311.64681,0.498537598,-1.406290634,-0.8943372579,0.5883596225,0.2848074433
18,18.01,2320.002195,0.4985378121,-1.406290305,-0.8804411478,0.5386781266,0.2541800739
18.1,18.11,2328.253017,0.4985380255,-1.406289978,-0.8717257072,0.5548674564,0.2311238439
18.2,18.21,2336.399495,0.4985382381,-1.406289653,-0.8498864968,0.5577821083,0.2344591455
18.3,18.31,2344.441862,0.49853845,-1.406289328,-0.8346969844,0.556440541,0.2215121712
18.4,18.41,2352.380339,0.4985386613,-1.406289004,-0.8258023716,0.5577772816,0.1942987298
18.5,18.51,2360.215187,0.498538872,-1.406288682,-0.8261607839,0.5699302196,0.1524894089
18.6,18.61,2367.946598,0.4985390822,-1.406288361,-0.8018890441,0.4801991241,0.1353511984
18.7,18.71,2375.574601,0.4985392921,-1.406288041,-0.7880184456,0.4403078615,0.1059210154
18.8,18.81,2383.099276,0.4985395016,-1.406287722,-0.7904078194,0.3639138474,0.02958247685
18.9,18.91,2390.520696,0.4985397108,-1.406287405,-0.7774267458,0.3486879167,0.01099272505
19,19.01,2397.839017,0.4985399198,-1.406287088,-0.7750843167,0.3490298042,-0.02297943689
19.1,19.11,2405.054403,0.4985401285,-1.406286773,-0.7434362593,0.3287795943,-0.002421881103
19.2,19.21,2412.167006,0.498540337,-1.406286458,-0.7215699678,0.2873615697,-0.01211580769
19.3,19.31,2419.176915,0.4985405455,-1.406286145,-0.7153198402,0.2330291438,-0.07070573475
19.4,19.41,2426.084202,0.4985407539,-1.406285832,-0.7057619851,0.2022080484,-0.1035821587
19.5,19.51,2432.888979,0.4985409623,-1.406285521,-0.6949252971,0.1993138212,-0.1217179424
19.6,19.61,2439.591389,0.4985411707,-1.40628521,-0.6843384247,0.1703390376,-0.1472917148
19.7,19.71,2446.191506,0.4985413791,-1.406284901,-0.6632058869,0.1264847843,-0.1577995101
19.8,19.81,2452.689372,0.4985415877,-1.406284592,-0.6550283291,0.1306639652,-0.1674978785
19.9,19.91,2459.085153,0.4985417962,-1.406284284,-0.6517978877,0.1327096204,-0.1884119215
20,20.01,2465.379015,0.4985420048,-1.406283978,-0.6426258601,0.1585345441,-0.1843276428
20.1,20.11,2471.571155,0.4985422135,-1.406283672,-0.6366636437,0.1269359689,-0.2151795211
20.2,20.21,2477.661647,0.4985424223,-1.406283367,-0.6272792386,0.1223492492,-0.2271128105
20.3,20.31,2483.650598,0.4985426312,-1.406283063,-0.6195962568,0.1034198075,-0.2510968365
20.4,20.41,2489.5381,0.4985428403,-1.406282761,-0.5962613208,0.08037561237,-0.241304894
20.5,20.51,2495.324223,0.4985430496,-1.406282459,-0.5757668935,0.06265160515,-0.234112455
20.6,20.61,2501.00904,0.498543259,-1.406282158,-0.5754896791,0.06860507361,-0.2570608357
20.7,20.71,2506.592696,0.4985434687,-1.406281858,-0.5693561355,0.06378643709,-0.2714961389
20.8,20.81,2512.075321,0.4985436785,-1.406281559,-0.5541576747,0.0421939775,-0.2760144831
20.9,20.91,2517.456975,0.4985438887,-1.40628126,-0.5415644646,0.00582274537,-0.291064003
21,21.01,2522.737651,0.498544099,-1.406280963,-0.5177365809,-0.01039702492,-0.2723101374
21.1,21.11,2527.917417,0.4985443096,-1.406280667,-0.5120465564,0.006837608192,-0.2772048379
21.2,21.21,2532.996425,0.4985445203,-1.406280371,-0.4857613454,-0.003511308788,-0.2521695872
21.3,21.31,2537.974778,0.4985447313,-1.406280076,-0.4923844018,-0.005929970935,-0.2860163542
21.4,21.41,2542.852622,0.4985449425,-1.406279783,-0.4673365701,0.00283694529,-0.2552524482
21.5,21.51,2547.630065,0.4985451538,-1.406279489,-0.4515725209,-0.004585556066,-0.248935557
21.6,21.61,2552.30721,0.4985453653,-1.406279197,-0.4445512364,0.006849727854,-0.251263147
21.7,21.71,2556.884221,0.498545577,-1.406278906,-0.4355200461,0.01805796619,-0.247984021
21.8,21.81,2561.361239,0.4985457888,-1.406278615,-0.4167959425,0.01849044936,-0.2320543938
21.9,21.91,2565.738375,0.4985460007,-1.406278325,-0.4078574453,0.01645282741,-0.2373899056
22,22.01,2570.015735,0.4985462127,-1.406278036,-0.3893623397,0.01539665246,-0.2221721172
22.1,22.11,2574.193413,0.4985464248,-1.406277747,-0.3730092054,0.02398566763,-0.2046735901
22.2,22.21,2578.271511,0.498546637,-1.406277459,-0.3639905608,0.02751298901,-0.2034725582
22.3,22.31,2582.250167,0.4985468493,-1.406277172,-0.3522206342,0.03564877308,-0.1948843461
22.4,22.41,2586.129504,0.4985470616,-1.406276886,-0.3391365829,0.0394670421,-0.1854652592
22.5,22.51,2589.909655,0.498547274,-1.4062766,-0.3427473938,0.04751990421,-0.2057902959
22.6,22.61,2593.590784,0.4985474864,-1.406276315,-0.3366515506,0.05261964515,-0.2077509915
22.7,22.71,2597.173039,0.4985476988,-1.40627603,-0.3359403396,0.07065456561,-0.214152045
22.8,22.81,2600.656601,0.4985479113,-1.406275746,-0.3278679561,0.07367000951,-0.213677633
22.9,22.91,2604.041596,0.4985481238,-1.406275463,-0.3172529372,0.07108160569,-0.2093766151
23,23.01,2607.328106,0.4985483363,-1.406275181,-0.3069250936,0.08197444815,-0.19990782
23.1,23.11,2610.516265,0.4985485487,-1.406274899,-0.3021577673,0.1003915525,-0.1970259238
23.2,23.21,2613.606262,0.498548761,-1.406274618,-0.2978877845,0.1247276871,-0.1906453781
23.3,23.31,2616.598281,0.4985489733,-1.406274337,-0.2827438191,0.1291687808,-0.1743544271
23.4,23.41,2619.492417,0.4985491855,-1.406274058,-0.2848717146,0.1328340636,-0.1882124113
23.5,23.51,2622.288817,0.4985493976,-1.406273778,-0.2770272614,0.1362500848,-0.1850436261
23.6,23.61,2624.987599,0.4985496096,-1.4062735,-0.2800491164,0.1421550833,-0.1980441374
23.7,23.71,2627.588943,0.4985498216,-1.406273222,-0.2921984013,0.1634047512,-0.2173096705
23.8,23.81,2630.09308,0.4985500334,-1.406272945,-0.2942131405,0.1792977592,-0.2174864484
23.9,23.91,2632.500173,0.4985502451,-1.406272668,-0.2856904728,0.181173256,-0.2087213287
24,24.01,2634.810347,0.4985504566,-1.406272392,-0.289618637,0.1874194697,-0.217493145
24.1,24.11,2637.023738,0.498550668,-1.406272117,-0.2851893005,0.196853796,-0.2092851003
24.2,24.21,2639.140488,0.4985508792,-1.406271843,-0.2882096407,0.208058688,-0.2106960654
24.3,24.31,2641.160736,0.4985510903,-1.406271569,-0.283855942,0.2069459678,-0.2089214124
24.4,24.41,2643.084568,0.4985513012,-1.406271295,-0.2818726593,0.2110186705,-0.2067944702
24.5,24.51,2644.912091,0.4985515119,-1.406271023,-0.2823026678,0.2200383922,-0.2043044203
24.6,24.61,2646.643425,0.4985517224,-1.406270751,-0.2746517469,0.2159699466,-0.2001153555
24.7,24.71,2648.278634,0.4985519328,-1.406270479,-0.2758945181,0.2239302407,-0.2035511153
24.8,24.81,2649.817825,0.4985521429,-1.406270209,-0.2687635226,0.2278516611,-0.195113139
24.9,24.91,2651.261084,0.4985523528,-1.406269938,-0.2675419931,0.2340757,-0.1946500036
25,25.01,2652.608499,0.4985525626,-1.406269669,-0.2649493053,0.2361252736,-0.1954387522
25.1,25.11,2653.860169,0.4985527721,-1.4062694,-0.2665198998,0.2440324,-0.1987334156
25.2,25.21,2655.016203,0.4985529813,-1.406269131,-0.2655834264,0.2525885563,-0.1967556435
25.3,25.31,2656.076719,0.4985531904,-1.406268863,-0.2666630415,0.2591152478,-0.1983183784
25.4,25.41,2657.041836,0.4985533992,-1.406268595,-0.2663215652,0.267210632,-0.1952085269
25.5,25.51,2657.911672,0.4985536078,-1.406268328,-0.2745330504,0.2777907065,-0.2052643042
25.6,25.61,2658.686391,0.4985538161,-1.406268061,-0.2816299608,0.2829100418,-0.2115256874
25.7,25.71,2659.366121,0.4985540242,-1.406267795,-0.2817543738,0.286834938,-0.2072657271
25.8,25.81,2659.950946,0.4985542321,-1.40626753,-0.2852351776,0.2897231236,-0.209401834
25.9,25.91,2660.440973,0.4985544397,-1.406267264,-0.2902398153,0.2940455759,-0.2127708428
26,26.01,2660.836301,0.4985546471,-1.406267,-0.2967661225,0.2979868522,-0.2187147424
26.1,26.11,2661.137055,0.4985548543,-1.406266735,-0.3049386501,0.3037511499,-0.2256300256
26.2,26.21,2661.343372,0.4985550613,-1.406266471,-0.3124012724,0.3088723319,-0.2317274983
26.3,26.31,2661.455383,0.4985552681,-1.406266208,-0.3208033271,0.3136671133,-0.23919393
26.4,26.41,2661.473225,0.4985554746,-1.406265945,-0.3304096616,0.3196450936,-0.2473733047
26.5,26.51,2661.397054,0.498555681,-1.406265682,-0.3411111611,0.3269528762,-0.2560018048
26.6,26.61,2661.227028,0.4985558872,-1.40626542,-0.3502581513,0.3317391734,-0.2637147419
26.7,26.71,2660.96328,0.4985560933,-1.406265158,-0.358816705,0.3367090351,-0.2704226251
26.8,26.81,2660.605936,0.4985562992,-1.406264897,-0.3701075446,0.3438289186,-0.2795926726
26.9,26.91,2660.155133,0.4985565049,-1.406264635,-0.3798066882,0.3480887138,-0.288152566
27,27.01,2659.610995,0.4985567105,-1.406264375,-0.3897083743,0.3549545669,-0.2953025755
27.1,27.11,2658.973657,0.498556916,-1.406264114,-0.4043717837,0.36235712,-0.3087538977
27.2,27.21,2658.243293,0.4985571214,-1.406263854,-0.4193057148,0.3705757627,-0.3219296878
27.3,27.31,2657.420065,0.4985573267,-1.406263595,-0.4302870844,0.3764617965,-0.3307545344
27.4,27.41,2656.504097,0.498557532,-1.406263335,-0.4428148835,0.3827635299,-0.3413135925
27.5,27.51,2655.495521,0.4985577372,-1.406263076,-0.4576817558,0.3920739324,-0.3530431794
27.6,27.61,2654.394482,0.4985579423,-1.406262817,-0.4684397936,0.3977084042,-0.3610667112
27.7,27.71,2653.201074,0.4985581475,-1.406262558,-0.4820598394,0.4030714122,-0.3731539919
27.8,27.81,2651.915392,0.4985583526,-1.4062623,-0.4942021104,0.4043426708,-0.3855138149
27.9,27.91,2650.537492,0.4985585579,-1.406262042,-0.5066565729,0.4021204012,-0.3997856529
28,28.01,2649.06742,0.4985587632,-1.406261784,-0.5195941565,0.39864977,-0.4149835088
28.1,28.11,2647.505201,0.4985589687,-1.406261526,-0.5322947784,0.3917261715,-0.4319199927
